id,type,master_id,prompt_tokens,completion_tokens,total_tokens,start_time,end_time,time_taken_in_seconds
1280,intent_identification,1,739,72,811,1757394720.8027494,1757394736.5754938,15.772744417190552
1281,column_identification,1,1084,123,1207,1757394736.5754938,1757394741.7530618,5.177567958831787
1282,sql_generation,1,1329,165,1494,1757394741.7530618,1757394749.803388,8.050326347351074
1283,sql_execution,1,0,0,0,1757394749.8044076,1757394750.413468,0.6090602874755859
1284,rephrase_question,1,0,0,0,1757395688.0868163,1757395688.0868163,0.0
1285,intent_identification,1,735,80,815,1757395688.0868163,1757395690.7218306,2.635014295578003
1286,column_identification,1,1077,116,1193,1757395690.7218306,1757395692.4277508,1.7059202194213867
1287,sql_generation,1,1322,75,1397,1757395692.4317489,1757395694.4288774,1.9971284866333008
1288,sql_execution,1,0,0,0,1757395694.4304788,1757395694.5238075,0.09332871437072754
1289,rephrase_question,1,0,0,0,1757396115.8069782,1757396115.8089752,0.0019969940185546875
1290,intent_identification,1,735,69,804,1757396115.809971,1757396120.378731,4.568759918212891
1291,column_identification,1,1077,116,1193,1757396120.378731,1757396128.33611,7.957379102706909
1292,sql_generation,1,1322,91,1413,1757396128.3519325,1757396139.1991057,10.84717321395874
1293,sql_execution,1,0,0,0,1757396139.1991057,1757396139.7737896,0.5746839046478271
1294,rephrase_question,1,0,0,0,1757399442.6867368,1757399442.6897087,0.0029718875885009766
1295,intent_identification,1,735,68,803,1757399442.6897087,1757399451.1955957,8.505887031555176
1296,column_identification,1,1076,115,1191,1757399451.1955957,1757399454.1314619,2.935866117477417
1297,sql_generation,1,1321,103,1424,1757399454.1406877,1757399462.5697072,8.429019451141357
1298,sql_execution,1,0,0,0,1757399462.5697072,1757399463.1260107,0.5563035011291504
1299,rephrase_question,1,0,0,0,1757402022.2517877,1757402022.2517877,0.0
1300,intent_identification,1,735,68,803,1757402022.2517877,1757402025.0821965,2.830408811569214
1301,column_identification,1,1076,111,1187,1757402025.0821965,1757402026.7390547,1.656858205795288
1302,sql_generation,1,1321,103,1424,1757402026.7390547,1757402029.019979,2.2809243202209473
1303,sql_execution,1,0,0,0,1757402029.0208948,1757402029.5427685,0.5218737125396729
1304,rephrase_question,1,0,0,0,1757402130.0793984,1757402130.0793984,0.0
1305,intent_identification,1,739,72,811,1757402130.0793984,1757402131.4488401,1.3694417476654053
1306,column_identification,1,1084,123,1207,1757402131.4488401,1757402133.2368925,1.7880523204803467
1307,sql_generation,1,1329,98,1427,1757402133.2379327,1757402135.5257983,2.28786563873291
1308,sql_execution,1,0,0,0,1757402135.5257983,1757402135.686179,0.16038060188293457
1309,rephrase_question,1,0,0,0,1757403776.592898,1757403776.592898,0.0
1310,intent_identification,1,740,75,815,1757403776.592898,1757403779.6577866,3.0648887157440186
1311,column_identification,1,1088,133,1221,1757403779.6577866,1757403781.6752024,2.017415761947632
1312,sql_generation,1,1159,76,1235,1757403781.6752024,1757403783.622209,1.9470067024230957
1313,sql_execution,1,0,0,0,1757403783.622209,1757403784.192301,0.570091962814331
1314,rephrase_question,1,0,0,0,1757403862.814603,1757403862.814603,0.0
1315,intent_identification,1,735,69,804,1757403862.814603,1757403864.0891156,1.274512529373169
1316,column_identification,1,1077,116,1193,1757403864.0891156,1757403865.7886028,1.6994872093200684
1317,sql_generation,1,1143,62,1205,1757403865.7917638,1757403867.5021276,1.7103638648986816
1318,sql_execution,1,0,0,0,1757403867.5021276,1757403867.599151,0.09702324867248535
1319,rephrase_question,1,0,0,0,1757404047.9372058,1757404047.9372058,0.0
1320,intent_identification,1,735,79,814,1757404047.9372058,1757404050.8871539,2.9499480724334717
1321,column_identification,1,1076,115,1191,1757404050.8871539,1757404052.5652435,1.6780896186828613
1322,sql_generation,1,1222,62,1284,1757404052.5824335,1757404054.575994,1.993560552597046
1323,sql_execution,1,0,0,0,1757404054.575994,1757404055.0130932,0.4370992183685303
1324,rephrase_question,1,0,0,0,1757409748.7349083,1757409748.7465482,0.011639833450317383
1325,intent_identification,1,736,79,815,1757409748.7465482,1757409751.5727305,2.8261823654174805
1326,column_identification,1,1077,110,1187,1757409751.5727305,1757409753.2866344,1.7139039039611816
1327,sql_generation,1,1139,105,1244,1757409753.292482,1757409756.3789253,3.0864434242248535
1328,sql_execution,1,0,0,0,1757409756.3789253,1757409756.799821,0.4208955764770508
1329,rephrase_question,1,0,0,0,1757409823.360984,1757409823.360984,0.0
1330,intent_identification,1,737,68,805,1757409823.360984,1757409824.8255737,1.4645895957946777
1331,column_identification,1,1078,115,1193,1757409824.8255737,1757409826.5782297,1.7526559829711914
1332,sql_generation,1,1144,104,1248,1757409826.5782297,1757409829.7188404,3.140610694885254
1333,sql_execution,1,0,0,0,1757409829.7188404,1757409829.8382337,0.11939334869384766
1334,rephrase_question,1,0,0,0,1757409868.4597526,1757409868.481272,0.02151942253112793
1335,intent_identification,1,737,73,810,1757409868.481272,1757409872.239107,3.7578349113464355
1336,column_identification,1,1083,122,1205,1757409872.239107,1757409882.363075,10.123968124389648
1337,sql_generation,1,1148,116,1264,1757409882.3760264,1757409885.5650332,3.189006805419922
1338,sql_execution,1,0,0,0,1757409885.5650332,1757409885.6550303,0.0899970531463623
1339,rephrase_question,1,0,0,0,1757409902.1146827,1757409902.1146827,0.0
1340,intent_identification,1,737,79,816,1757409902.1146827,1757409903.809342,1.6946592330932617
1341,column_identification,1,1078,120,1198,1757409903.809342,1757409906.1741834,2.3648414611816406
1342,sql_generation,1,1148,121,1269,1757409906.1791806,1757409909.6352782,3.4560976028442383
1343,sql_execution,1,0,0,0,1757409909.6352782,1757409909.7389894,0.10371112823486328
1344,rephrase_question,1,0,0,0,1757410466.3486607,1757410466.3486607,0.0
1345,intent_identification,1,737,68,805,1757410466.3486607,1757410468.950317,2.601656198501587
1346,column_identification,1,1078,110,1188,1757410468.950317,1757410470.7996516,1.849334716796875
1347,sql_generation,1,1140,168,1308,1757410470.8094618,1757410477.220854,6.4113922119140625
1348,sql_execution,1,0,0,0,1757410477.220854,1757410477.3077574,0.08690333366394043
1349,rephrase_question,1,0,0,0,1757410511.160225,1757410511.160225,0.0
1350,intent_identification,1,735,69,804,1757410511.160225,1757410515.2620475,4.1018226146698
1351,column_identification,1,1077,116,1193,1757410515.2620475,1757410518.4965866,3.234539031982422
1352,sql_generation,1,1143,64,1207,1757410518.5024023,1757410525.9558306,7.453428268432617
1353,sql_execution,1,0,0,0,1757410525.9656224,1757410526.0537524,0.08812999725341797
1354,rephrase_question,1,0,0,0,1757411209.6402698,1757411209.6402698,0.0
1355,intent_identification,1,735,68,803,1757411209.6402698,1757411211.4456053,1.805335521697998
1356,column_identification,1,1076,115,1191,1757411211.4456053,1757411213.3441415,1.898536205291748
1357,sql_generation,1,1142,92,1234,1757411213.3722022,1757411215.6540375,2.2818353176116943
1358,sql_execution,1,0,0,0,1757411215.6540375,1757411216.188767,0.5347294807434082
1359,rephrase_question,1,0,0,0,1757415269.878471,1757415269.8852413,0.00677037239074707
1360,intent_identification,1,739,79,818,1757415269.8852413,1757415273.0692506,3.184009313583374
1361,column_identification,1,1080,115,1195,1757415273.0692506,1757415275.0821042,2.0128536224365234
1362,sql_generation,1,1146,110,1256,1757415275.104658,1757415278.3432734,3.2386155128479004
1363,sql_execution,1,0,0,0,1757415278.3432734,1757415279.865418,1.5221445560455322
1364,rephrase_question,1,0,0,0,1757418700.7386572,1757418700.7386572,0.0
1365,intent_identification,1,735,68,803,1757418700.748566,1757418703.7343018,2.9857358932495117
1366,column_identification,1,1076,115,1191,1757418703.7343018,1757418705.5654593,1.8311574459075928
1367,sql_generation,1,1189,89,1278,1757418705.5734894,1757418707.9283438,2.3548543453216553
1368,sql_execution,1,0,0,0,1757418707.9283438,1757418710.078113,2.1497693061828613
1369,rephrase_question,1,0,0,0,1757418793.0851457,1757418793.0851457,0.0
1370,intent_identification,1,736,68,804,1757418793.0851457,1757418794.430846,1.3457002639770508
1371,column_identification,1,1077,115,1192,1757418794.430846,1757418796.1433883,1.7125422954559326
1372,sql_generation,1,1190,95,1285,1757418796.1606457,1757418799.7817662,3.6211204528808594
1373,sql_execution,1,0,0,0,1757418799.7833624,1757418800.1271548,0.3437924385070801
1374,rephrase_question,1,0,0,0,1757418842.550707,1757418842.550707,0.0
1375,intent_identification,1,735,68,803,1757418842.550707,1757418844.01272,1.4620130062103271
1376,column_identification,1,1076,115,1191,1757418844.01272,1757418845.8555274,1.8428072929382324
1377,sql_generation,1,1189,102,1291,1757418845.8663192,1757418849.6298892,3.7635700702667236
1378,sql_execution,1,0,0,0,1757418849.6298892,1757418849.7447693,0.11488008499145508
1379,rephrase_question,1,0,0,0,1757418877.313129,1757418877.313129,0.0
1380,intent_identification,1,735,80,815,1757418877.313129,1757418878.8226888,1.5095598697662354
1381,column_identification,1,1077,99,1176,1757418878.8226888,1757418880.4717104,1.6490216255187988
1382,sql_generation,1,1179,64,1243,1757418880.4783766,1757418882.3099496,1.8315730094909668
1383,sql_execution,1,0,0,0,1757418882.3099496,1757418882.6405098,0.33056020736694336
1384,rephrase_question,1,0,0,0,1757420764.978601,1757420764.9795613,0.0009603500366210938
1385,intent_identification,1,739,68,807,1757420764.9795613,1757420766.701106,1.7215447425842285
1386,column_identification,1,1081,115,1196,1757420766.701106,1757420768.4181619,1.7170557975769043
1387,sql_generation,1,1195,205,1400,1757420768.4340353,1757420772.419451,3.9854156970977783
1388,sql_execution,1,0,0,0,1757420772.4203956,1757420773.002739,0.582343339920044
1389,rephrase_question,1,0,0,0,1757420833.9917836,1757420833.9917836,0.0
1390,intent_identification,1,735,68,803,1757420833.9927814,1757420835.2140453,1.2212638854980469
1391,column_identification,1,1077,115,1192,1757420835.2140453,1757420836.9619133,1.7478680610656738
1392,sql_generation,1,1191,64,1255,1757420836.9619133,1757420838.689412,1.7274987697601318
1393,sql_execution,1,0,0,0,1757420838.689412,1757420838.7858484,0.0964362621307373
1394,rephrase_question,1,0,0,0,1757420891.9028618,1757420891.9028618,0.0
1395,intent_identification,1,734,81,815,1757420891.9028618,1757420893.3910346,1.4881727695465088
1396,column_identification,1,1078,100,1178,1757420893.3910346,1757420895.5831418,2.1921072006225586
1397,sql_generation,1,1181,62,1243,1757420895.598903,1757420897.3381174,1.7392144203186035
1398,sql_execution,1,0,0,0,1757420897.3393216,1757420897.4221084,0.08278679847717285
1399,rephrase_question,1,0,0,0,1757421397.3871872,1757421397.3871872,0.0
1400,intent_identification,1,735,68,803,1757421397.3871872,1757421399.0357947,1.6486074924468994
1401,column_identification,1,1077,111,1188,1757421399.0357947,1757421400.8455904,1.809795618057251
1402,sql_generation,1,1143,96,1239,1757421400.8496842,1757421402.9686358,2.1189515590667725
1403,sql_execution,1,0,0,0,1757421402.9686358,1757421403.510033,0.5413970947265625
1404,rephrase_question,1,0,0,0,1757422637.9432657,1757422637.9432657,0.0
1405,intent_identification,1,735,68,803,1757422637.9432657,1757422640.87969,2.9364242553710938
1406,column_identification,1,1077,115,1192,1757422640.87969,1757422642.6814828,1.801792860031128
1407,sql_generation,1,1143,64,1207,1757422642.6814828,1757422644.5296476,1.8481647968292236
1408,sql_execution,1,0,0,0,1757422644.5296476,1757422645.0335767,0.5039291381835938
1409,rephrase_question,1,0,0,0,1757424477.0427523,1757424477.0427523,0.0
1410,intent_identification,1,735,79,814,1757424477.0427523,1757424478.7800195,1.737267255783081
1411,column_identification,1,1077,115,1192,1757424478.7800195,1757424480.6154692,1.8354496955871582
1412,sql_generation,1,1143,64,1207,1757424480.6184351,1757424482.9808261,2.3623909950256348
1413,sql_execution,1,0,0,0,1757424482.9808261,1757424483.5114772,0.5306510925292969
1414,rephrase_question,1,0,0,0,1757425581.7169425,1757425581.7169425,0.0
1415,intent_identification,1,735,69,804,1757425581.7169425,1757425589.4943314,7.77738881111145
1416,column_identification,1,1078,116,1194,1757425589.4943314,1757425592.3571353,2.8628039360046387
1417,sql_generation,1,1143,49,1192,1757425592.362272,1757425594.1968777,1.8346056938171387
1418,sql_execution,1,0,0,0,1757425594.1968777,1757425594.7157338,0.5188560485839844
1419,rephrase_question,1,0,0,0,1757425617.6871192,1757425617.6871192,0.0
1420,intent_identification,1,735,68,803,1757425617.6871192,1757425619.4620166,1.7748973369598389
1421,column_identification,1,1077,115,1192,1757425619.4620166,1757425621.3025014,1.840484857559204
1422,sql_generation,1,1143,62,1205,1757425621.317703,1757425623.2501385,1.9324355125427246
1423,sql_execution,1,0,0,0,1757425623.2647846,1757425623.3496969,0.08491230010986328
1424,rephrase_question,1,0,0,0,1757425841.9918432,1757425841.9918432,0.0
1425,intent_identification,1,739,72,811,1757425841.9918432,1757425843.8011374,1.8092942237854004
1426,column_identification,1,1084,123,1207,1757425843.8011374,1757425845.7004132,1.899275779724121
1427,sql_generation,1,1150,151,1301,1757425845.7004132,1757425848.4860618,2.7856485843658447
1428,sql_execution,1,0,0,0,1757425848.4860618,1757425848.9707873,0.4847254753112793
1429,rephrase_question,1,0,0,0,1757488954.936757,1757488954.9526408,0.015883684158325195
1430,intent_identification,1,741,78,819,1757488954.9526408,1757488957.949305,2.99666428565979
1431,column_identification,1,1081,125,1206,1757488957.949305,1757488962.2053895,4.256084442138672
1432,sql_generation,1,1155,134,1289,1757488962.2192383,1757488966.1359842,3.916745901107788
1433,sql_execution,1,0,0,0,1757488966.1359842,1757488966.8375814,0.7015972137451172
1434,rephrase_question,1,0,0,0,1757489614.3111389,1757489614.3278122,0.01667332649230957
1435,intent_identification,1,731,85,816,1757489614.3278122,1757489615.9001694,1.572357177734375
1436,column_identification,1,1078,110,1188,1757489615.9011958,1757489617.9252725,2.0240767002105713
1437,sql_generation,1,1135,106,1241,1757489617.930574,1757489620.6056874,2.6751134395599365
1438,sql_execution,1,0,0,0,1757489620.6071615,1757489620.7447252,0.13756370544433594
1439,rephrase_question,1,0,0,0,1757491437.9668057,1757491437.9668057,0.0
1440,intent_identification,1,731,68,799,1757491437.9668057,1757491440.667878,2.7010722160339355
1441,column_identification,1,1073,106,1179,1757491440.667878,1757491442.455172,1.7872941493988037
1442,sql_generation,1,1135,105,1240,1757491442.455172,1757491445.2838116,2.828639507293701
1443,sql_execution,1,0,0,0,1757491445.2838116,1757491445.3826485,0.09883689880371094
1444,rephrase_question,1,0,0,0,1757492177.6330209,1757492177.6349766,0.001955747604370117
1445,intent_identification,1,731,89,820,1757492177.6349766,1757492180.6362884,3.001311779022217
1446,column_identification,1,1094,144,1238,1757492180.6362884,1757492182.732717,2.096428632736206
1447,sql_generation,1,1185,148,1333,1757492182.7485738,1757492185.3381157,2.5895419120788574
1448,sql_execution,1,0,0,0,1757492185.339158,1757492185.875335,0.5361769199371338
1449,rephrase_question,1,0,0,0,1757492256.203409,1757492256.2044106,0.001001596450805664
1450,intent_identification,1,739,72,811,1757492256.2044106,1757492257.579113,1.3747024536132812
1451,column_identification,1,1084,128,1212,1757492257.579113,1757492259.5707233,1.9916102886199951
1452,sql_generation,1,1154,126,1280,1757492259.5707233,1757492261.9698853,2.3991620540618896
1453,sql_execution,1,0,0,0,1757492261.9698853,1757492262.1093466,0.13946127891540527
1454,rephrase_question,1,0,0,0,1757500727.884659,1757500727.8866644,0.002005338668823242
1455,intent_identification,1,739,72,811,1757500727.8866644,1757500731.5699825,3.6833181381225586
1456,column_identification,1,1084,123,1207,1757500731.5699825,1757500733.5963905,2.0264079570770264
1457,sql_generation,1,1150,102,1252,1757500733.5973833,1757500735.6721213,2.074738025665283
1458,sql_execution,1,0,0,0,1757500735.6731632,1757500736.3194776,0.6463143825531006
1459,rephrase_question,1,0,0,0,1757500936.3432577,1757500936.3432577,0.0
1460,intent_identification,1,731,84,815,1757500936.3432577,1757500938.100534,1.7572762966156006
1461,column_identification,1,1077,111,1188,1757500938.100534,1757500939.851042,1.7505080699920654
1462,sql_generation,1,1135,121,1256,1757500939.851042,1757500942.530886,2.6798439025878906
1463,sql_execution,1,0,0,0,1757500942.53317,1757500942.620956,0.08778595924377441
1464,rephrase_question,1,0,0,0,1757502186.9412491,1757502186.9412491,0.0
1465,intent_identification,1,731,69,800,1757502186.9412491,1757502189.6879892,2.7467401027679443
1466,column_identification,1,1130,112,1242,1757502189.6879892,1757502191.3708842,1.6828949451446533
1467,sql_generation,1,1139,106,1245,1757502191.3783848,1757502194.2800667,2.901681900024414
1468,sql_execution,1,0,0,0,1757502194.2820652,1757502194.843711,0.5616457462310791
1469,rephrase_question,1,0,0,0,1757502397.0156457,1757502397.0156457,0.0
1470,intent_identification,1,698,88,786,1757502397.0156457,1757502400.2493193,3.233673572540283
1471,column_identification,1,1137,118,1255,1757502400.2493193,1757502402.3550553,2.105736017227173
1472,sql_generation,1,1139,107,1246,1757502402.3550553,1757502404.5610547,2.2059993743896484
1473,sql_execution,1,0,0,0,1757502404.5620494,1757502404.969262,0.407212495803833
1474,rephrase_question,1,0,0,0,1757505506.428234,1757505506.4441633,0.015929222106933594
1475,intent_identification,1,698,74,772,1757505506.4441633,1757505509.1334622,2.6892988681793213
1476,column_identification,1,1123,104,1227,1757505509.1334622,1757505510.6673124,1.5338501930236816
1477,sql_generation,1,1139,97,1236,1757505510.6770642,1757505512.8609776,2.183913469314575
1478,sql_execution,1,0,0,0,1757505512.8609776,1757505513.4189055,0.5579278469085693
